OGNTsort	BCV	Pre	OGNTa	PM	Post	Lemma	RMAC	Gloss	中文	OTquotation	LN	sn
000292	Mat 1:18		ἢ			ἤ	CONJ	rather	-	-	64.18	02228
000293	Mat 1:18		συνελθεῖν			συνέρχομαι	V-AAN	coming together	在一起成婚	-	23.61	04905
000294	Mat 1:18		αὐτοὺς			αὐτός	P-APM	of them	他們	-	92.11	00846
000295	Mat 1:18		εὑρέθη			εὑρίσκω	V-API-3S	she was found	她被發現	-	27.1	02147
000296	Mat 1:18		ἐν			ἐν	PREP	in	在裡	-	23.5	01722
000297	Mat 1:18		γαστρὶ			γαστήρ	N-DSF	womb	肚腹	-	23.5	01064
000298	Mat 1:18		ἔχουσα			ἔχω	V-PAP-NSF	having [a child]	有	-	23.5	02192
000299	Mat 1:18		ἐκ			ἐκ	PREP	out of	從	-	89.77	01537
000300	Mat 1:18		πνεύματος			πνεῦμα	N-GSN	[the] Spirit	靈	-	12.18	04151
000301	Mat 1:18		ἁγίου	.		ἅγιος	A-GSN	Holy	聖	-	88.24	00040
000302	Mat 1:19		Ἰωσὴφ			Ἰωσήφ	N-NSM	Joseph	約瑟	-	93.202	02501
000303	Mat 1:19		δὲ			δέ	CONJ	now	-	-	89.94	01161
000304	Mat 1:19		ὁ			ὀ	T-NSM	the	-	-	92.24	03588
000305	Mat 1:19		ἀνὴρ			ἀνήρ	N-NSM	husband	丈夫	-	10.53	00435
000306	Mat 1:19		αὐτῆς	,		αὐτός	P-GSF	of her	她	-	92.11	00846
000307	Mat 1:19		δίκαιος			δίκαιος	A-NSM	righteous	義人	-	88.12	01342
000308	Mat 1:19		ὢν			εἰμί	V-PAP-NSM	being	是	-	13.1	01510
000309	Mat 1:19		καὶ			καί	CONJ	and	-	-	89.93	02532
000310	Mat 1:19		μὴ			μή	PRT-N	not	不	-	69.3	03361
000311	Mat 1:19		θέλων			θέλω	V-PAP-NSM	willing	願意	-	25.1	02309
000312	Mat 1:19		αὐτὴν			αὐτός	P-ASF	her	她	-	92.11	00846
000313	Mat 1:19		δειγματίσαι	,		δειγματίζω	V-AAN	to expose publicly	當眾羞辱	-	25.2	01165
000314	Mat 1:19		ἐβουλήθη			βούλομαι	V-AMI-3S	purposed	想要	-	30.56	01014
000315	Mat 1:19		λάθρᾳ			λάθρα	ADV	secretly	暗地裡	-	28.71	02977
000316	Mat 1:19		ἀπολῦσαι			ἀπολύω	V-AAN	to send away	休了	-	34.78	00630
000317	Mat 1:19		αὐτήν	.		αὐτός	P-ASF	her	她	-	92.11	00846
000318	Mat 1:20		Ταῦτα			οὗτος	D-APN	These things	這些事	-	92.29	03778
000319	Mat 1:20		δὲ			δέ	CONJ	now	-	-	89.94	01161
000320	Mat 1:20		αὐτοῦ			αὐτός	P-GSM	of him	他	-	92.11	00846
000321	Mat 1:20		ἐνθυμηθέντος			ἐνθυμέομαι	V-AMP-GSM	having pondered	思考	-	30.1	01760
000322	Mat 1:20		ἰδοὺ			ἰδού	INJ	behold	忽然	-	91.13	02400
000323	Mat 1:20		ἄγγελος			ἄγγελος	N-NSM	an angel	使者	-	12.28	00032
000324	Mat 1:20		Κυρίου			κύριος	N-GSM	of [the] Lord	主	-	12.9	02962
000325	Mat 1:20		κατ᾽			κατά	PREP	in	在中	-	67.33	02596
000326	Mat 1:20		ὄναρ			ὄναρ	N-ASN	a dream	夢	-	33.486	03677
000327	Mat 1:20		ἐφάνη			φαίνω	V-API-3S	appeared	顯現	-	24.18	05316
000328	Mat 1:20		αὐτῷ			αὐτός	P-DSM	to him	向他	-	92.11	00846
000329	Mat 1:20		λέγων	·		λέγω	V-PAP-NSM	saying	說	-	33.69	03004
000330	Mat 1:20		Ἰωσὴφ			Ἰωσήφ	N-VSM	Joseph	約瑟	-	93.202	02501
000331	Mat 1:20		υἱὸς			υἱός	N-NSM	son	子孫	-	10.3	05207
000332	Mat 1:20		Δαυίδ	,		Δαυίδ	N-GSM	of David	大衛	-	93.91	01138
000333	Mat 1:20		μὴ			μή	PRT-N	not	不	-	69.3	03361
000334	Mat 1:20		φοβηθῇς			φοβέω	V-AMS-2S	you should fear	要怕	-	25.252	05399
000335	Mat 1:20		παραλαβεῖν			παραλαμβάνω	V-AAN	to receive	去迎娶	-	34.53	03880
000336	Mat 1:20		Μαρίαν			Μαρία	N-ASF	Mary	馬利亞	-	93.253	03137
000337	Mat 1:20		τὴν			ὀ	T-ASF	[as] the	-	-	92.24	03588
000338	Mat 1:20		γυναῖκά			γυνή	N-ASF	wife	妻子	-	10.54	01135
000339	Mat 1:20		σου	·		σύ	P-2GS	of you	你	-	92.6	04771
000340	Mat 1:20		τὸ			ὀ	T-NSN	that	-	-	92.24	03588
000341	Mat 1:20		γὰρ			γάρ	CONJ	for	因為	-	89.23	01063
000342	Mat 1:20		ἐν			ἐν	PREP	in	在裡面	-	83.13	01722
000343	Mat 1:20		αὐτῇ			αὐτός	P-DSF	her	她	-	92.11	00846
000344	Mat 1:20		γεννηθὲν			γεννάω	V-APP-NSN	having been conceived	所懷	-	23.58	01080
000345	Mat 1:20		ἐκ			ἐκ	PREP	from	從..來	-	89.77	01537
000346	Mat 1:20		Πνεύματός			πνεῦμα	N-GSN	[the] Spirit	聖靈	-	12.18	04151
000347	Mat 1:20		ἐστιν			εἰμί	V-PAI-3S	is	是	-	13.104	01510
000348	Mat 1:20		Ἁγίου	.		ἅγιος	A-GSN	Holy	-	-	88.24	00040
000349	Mat 1:21		τέξεται			τίκτω	V-FMI-3S	She will bear	她將會生	-	23.52	05088
000350	Mat 1:21		δὲ			δέ	CONJ	then	-	-	89.87	01161
000351	Mat 1:21		υἱὸν	,		υἱός	N-ASM	a son	兒子	-	10.42	05207
000352	Mat 1:21		καὶ			καί	CONJ	and	-	-	89.87	02532
000353	Mat 1:21		καλέσεις			καλέω	V-FAI-2S	you will call	你要叫	-	33.307	02564
000354	Mat 1:21		τὸ			ὀ	T-ASN	the	-	-	92.24	03588
000355	Mat 1:21		ὄνομα			ὄνομα	N-ASN	name	名字	-	33.126	03686
000356	Mat 1:21		αὐτοῦ			αὐτός	P-GSM	of Him	他	-	92.11	00846
000357	Mat 1:21		Ἰησοῦν	·		Ἰησοῦς	N-ASM	Jesus	耶穌	-	93.169	02424
000358	Mat 1:21		αὐτὸς			αὐτός	P-NSM	He	他	-	92.11	00846
000359	Mat 1:21		γὰρ			γάρ	CONJ	for	因為	-	89.23	01063
000360	Mat 1:21		σώσει			σῴζω	V-FAI-3S	will save	要救	-	21.27	04982
000361	Mat 1:21		τὸν			ὀ	T-ASM	the	-	-	92.24	03588
000362	Mat 1:21		λαὸν			λαός	N-ASM	people	百姓	-	11.12	02992
000363	Mat 1:21		αὐτοῦ			αὐτός	P-GSM	of Him	自己	-	92.11	00846
000364	Mat 1:21		ἀπὸ			ἀπό	PREP	from	從..中出來	-	89.122	00575
000365	Mat 1:21		τῶν			ὀ	T-GPF	the	-	-	92.24	03588
000366	Mat 1:21		ἁμαρτιῶν			ἁμαρτία	N-GPF	sins	罪惡	-	88.289	00266
000367	Mat 1:21		αὐτῶν	.		αὐτός	P-GPM	of them	他們	-	92.11	00846
000368	Mat 1:22		Τοῦτο			οὗτος	D-NSN	This	這	-	92.29	03778
000369	Mat 1:22		δὲ			δέ	CONJ	then	-	-	89.87	01161
000370	Mat 1:22		ὅλον			ὅλος	A-NSN	all	整件	-	63.1	03650
000371	Mat 1:22		γέγονεν			γίνομαι	V-RAI-3S	has come to pass	發生	-	13.107	01096
000372	Mat 1:22		ἵνα			ἵνα	CONJ	that	為要	-	89.59	02443
000373	Mat 1:22		πληρωθῇ			πληρόω	V-APS-3S	may be fulfilled	應驗	-	13.106	04137
000374	Mat 1:22		τὸ			ὀ	T-NSN	that	-	-	92.24	03588
000375	Mat 1:22		ῥηθὲν			λέγω	V-APP-NSN	having been spoken	所說	-	33.69	03004
000376	Mat 1:22		ὑπὸ			ὑπό	PREP	by	-	-	90.1	05259
000377	Mat 1:22		Κυρίου			κύριος	N-GSM	the Lord	上主	-	12.9	02962
000378	Mat 1:22		διὰ			διά	PREP	through	藉著	-	90.4	01223
000379	Mat 1:22		τοῦ			ὀ	T-GSM	the	-	-	92.24	03588
000380	Mat 1:22		προφήτου			προφήτης	N-GSM	prophet	先知	-	53.79	04396
000381	Mat 1:22		λέγοντος	·		λέγω	V-PAP-GSM	saying	說	-	33.69	03004
000382	Mat 1:23	¬	Ἰδοὺ			ἰδού	INJ	Behold	看哪	-	91.1	02400
000383	Mat 1:23		ἡ			ὀ	T-NSF	the	-	+	92.24	03588
000384	Mat 1:23		παρθένος			παρθένος	N-NSF	virgin	童女	+	9.39	03933
000385	Mat 1:23		ἐν			ἐν	PREP	in	在裡	+	23.5	01722
000386	Mat 1:23		γαστρὶ			γαστήρ	N-DSF	womb	子宮	+	23.5	01064
000387	Mat 1:23		ἕξει			ἔχω	V-FAI-3S	will hold	必有	+	23.5	02192
000388	Mat 1:23		καὶ			καί	CONJ	and	-	+	89.87	02532
000389	Mat 1:23		τέξεται			τίκτω	V-FMI-3S	will bear	她將要生	+	23.52	05088
000390	Mat 1:23		υἱόν	,		υἱός	N-ASM	a son	兒子	+	10.42	05207
000391	Mat 1:23	¬	καὶ			καί	CONJ	and	-	+	89.87	02532
000392	Mat 1:23		καλέσουσιν			καλέω	V-FAI-3P	they will call	他們要稱	+	33.131	02564
000393	Mat 1:23		τὸ			ὀ	T-ASN	the	-	+	92.24	03588
000394	Mat 1:23		ὄνομα			ὄνομα	N-ASN	name	名字	+	33.126	03686
000395	Mat 1:23		αὐτοῦ			αὐτός	P-GSM	of Him	他	+	92.11	00846
000396	Mat 1:23		Ἐμμανουήλ	,	¶	Ἐμμανουήλ	N-ASM	Immanuel	以馬內利	+	93.115	01694
000397	Mat 1:23		ὅ			ὅς	R-NSN	which	這	-	89.106	03739
000398	Mat 1:23		ἐστιν			εἰμί	V-PAI-3S	is	是	-	89.106	01510
000399	Mat 1:23		μεθερμηνευόμενον			μεθερμηνεύω	V-PPP-NSN	being translated	翻出來	-	33.145	03177
000400	Mat 1:23		Μεθ᾽			μετά	PREP	With	與同在	+	89.108	03326
000401	Mat 1:23		ἡμῶν			ἐγώ	P-1GP	us	我們	+	92.1	01473
000402	Mat 1:23		ὁ			ὀ	T-NSM	-	-	+	92.24	03588
000403	Mat 1:23		Θεός	.		θεός	N-NSM	God	上帝	+	12.1	02316
000404	Mat 1:24		Ἐγερθεὶς			ἐγείρω	V-APP-NSM	Having been awoken	醒過來	-	17.9	01453
000405	Mat 1:24		δὲ			δέ	CONJ	then	-	-	89.87	01161
000406	Mat 1:24		ὁ			ὀ	T-NSM	-	-	-	92.24	03588
000407	Mat 1:24		Ἰωσὴφ			Ἰωσήφ	N-NSM	Joseph	約瑟	-	93.202	02501
000408	Mat 1:24		ἀπὸ			ἀπό	PREP	from	從..中	-	89.122	00575
000409	Mat 1:24		τοῦ			ὀ	T-GSM	the	-	-	92.24	03588
000410	Mat 1:24		ὕπνου			ὕπνος	N-GSM	sleep	睡夢	-	23.66	05258
000411	Mat 1:24		ἐποίησεν			ποιέω	V-AAI-3S	he did	他做	-	42.7	04160
000412	Mat 1:24		ὡς			ὡς	CONJ	as	按	-	64.12	05613
000413	Mat 1:24		προσέταξεν			προστάσσω	V-AAI-3S	had commanded	吩咐	-	33.325	04367
000414	Mat 1:24		αὐτῷ			αὐτός	P-DSM	him	向他	-	92.11	00846
000415	Mat 1:24		ὁ			ὀ	T-NSM	the	-	-	92.24	03588
000416	Mat 1:24		ἄγγελος			ἄγγελος	N-NSM	angel	使者	-	12.28	00032
000417	Mat 1:24		Κυρίου			κύριος	N-GSM	of [the] Lord	主	-	12.9	02962
000418	Mat 1:24		καὶ			καί	CONJ	and	-	-	89.87	02532
000419	Mat 1:24		παρέλαβεν			παραλαμβάνω	V-AAI-3S	received	他迎娶過來	-	34.53	03880
000420	Mat 1:24		τὴν			ὀ	T-ASF	the	-	-	92.24	03588
000421	Mat 1:24		γυναῖκα			γυνή	N-ASF	wife	妻子	-	10.54	01135
000422	Mat 1:24		αὐτοῦ	,		αὐτός	P-GSM	of him	他	-	92.11	00846
000423	Mat 1:25		καὶ			καί	CONJ	and	-	-	89.87	02532
000424	Mat 1:25		οὐκ			οὐ	PRT-N	not	不	-	69.3	03756
000425	Mat 1:25		ἐγίνωσκεν			γινώσκω	V-IAI-3S	knew	與相認同房	-	23.61	01097
000426	Mat 1:25		αὐτὴν			αὐτός	P-ASF	her	她	-	92.11	00846
000427	Mat 1:25		ἕως			ἕως	PREP	until	直到	-	67.119	02193
000428	Mat 1:25		οὗ			ὅς	R-GSM	that	她	-	67.139	03739
000429	Mat 1:25		ἔτεκεν			τίκτω	V-AAI-3S	she had brought forth	生了	-	23.52	05088
000430	Mat 1:25		υἱόν	·		υἱός	N-ASM	a son	兒子	-	10.42	05207
000431	Mat 1:25		καὶ			καί	CONJ	and	-	-	89.87	02532
000432	Mat 1:25		ἐκάλεσεν			καλέω	V-AAI-3S	he called	他叫	-	33.131	02564
000433	Mat 1:25		τὸ			ὀ	T-ASN	the	-	-	92.24	03588
000434	Mat 1:25		ὄνομα			ὄνομα	N-ASN	name	名字	-	33.126	03686
000435	Mat 1:25		αὐτοῦ			αὐτός	P-GSM	of Him	他	-	92.11	00846
000436	Mat 1:25		Ἰησοῦν	.	¶	Ἰησοῦς	N-ASM	Jesus	耶穌	-	93.169	02424
000437	Mat 2:1		Τοῦ			ὀ	T-GSM	-	-	-	92.24	03588
000438	Mat 2:1		δὲ			δέ	CONJ	Now	-	-	89.87	01161
000439	Mat 2:1		Ἰησοῦ			Ἰησοῦς	N-GSM	Jesus	耶穌	-	93.169	02424
000440	Mat 2:1		γεννηθέντος			γεννάω	V-APP-GSM	having been born	當出生	-	23.52	01080
000441	Mat 2:1		ἐν			ἐν	PREP	in	在	-	83.13	01722
000442	Mat 2:1		Βηθλέεμ			Βηθλεέμ	N-DSF	Bethlehem	伯利恆	-	93.431	00965
000443	Mat 2:1		τῆς			ὀ	T-GSF	-	-	-	92.24	03588
000444	Mat 2:1		Ἰουδαίας			Ἰουδαία	N-GSF	of Judea	猶太	-	93.486	02449
000445	Mat 2:1		ἐν			ἐν	PREP	in	在	-	67.136	01722
000446	Mat 2:1		ἡμέραις			ἡμέρα	N-DPF	[the] days	日子	-	67.142	02250
000447	Mat 2:1		Ἡρῴδου			Ἡρώδης	N-GSM	of Herod	希律	-	93.144	02264
000448	Mat 2:1		τοῦ			ὀ	T-GSM	the	-	-	92.24	03588
000449	Mat 2:1		βασιλέως	,		βασιλεύς	N-GSM	king	王	-	37.67	00935
000450	Mat 2:1		ἰδοὺ			ἰδού	INJ	behold	看哪	-	91.13	02400
000451	Mat 2:1		μάγοι			μάγος	N-NPM	Magi	博學之士	-	32.4	03097
000452	Mat 2:1		ἀπὸ			ἀπό	PREP	from [the]	從..來	-	84.3	00575
000453	Mat 2:1		ἀνατολῶν			ἀνατολή	N-GPF	east	東方	-	82.1	00395
000454	Mat 2:1		παρεγένοντο			παραγίνομαι	V-AMI-3P	arrived	來到	-	15.86	03854
000455	Mat 2:1		εἰς			εἰς	PREP	in	到	-	83.47	01519
000456	Mat 2:1		Ἱεροσόλυμα			Ἱεροσόλυμα	N-APN	Jerusalem	耶路撒冷	-	93.48	02414
000457	Mat 2:2		λέγοντες	·		λέγω	V-PAP-NPM	saying	說	-	33.69	03004
000458	Mat 2:2		Ποῦ			ποῦ	ADV-I	Where	哪裏	-	83.6	04226
000459	Mat 2:2		ἐστιν			εἰμί	V-PAI-3S	is	是	-	85.1	01510
000460	Mat 2:2		ὁ			ὀ	T-NSM	the [One]	-	-	92.24	03588
000461	Mat 2:2		τεχθεὶς			τίκτω	V-APP-NSM	having been born	生下來	-	23.52	05088
000462	Mat 2:2		βασιλεὺς			βασιλεύς	N-NSM	King	王	-	37.67	00935
000463	Mat 2:2		τῶν			ὀ	T-GPM	of the	-	-	92.24	03588
000464	Mat 2:2		Ἰουδαίων	;		Ἰουδαῖος	A-GPM	Jews?	猶太人	-	93.487	02453
000465	Mat 2:2		εἴδομεν			ὁράω	V-AAI-1P	We saw	我們看見	-	30.45	03708
000466	Mat 2:2		γὰρ			γάρ	CONJ	for	因為	-	89.23	01063
000467	Mat 2:2		αὐτοῦ			αὐτός	P-GSM	of Him	他	-	92.11	00846
000468	Mat 2:2		τὸν			ὀ	T-ASM	the	-	-	92.24	03588
000469	Mat 2:2		ἀστέρα			ἀστήρ	N-ASM	star	星	-	1.3	00792
000470	Mat 2:2		ἐν			ἐν	PREP	in	在	-	83.13	01722
000471	Mat 2:2		τῇ			ὀ	T-DSF	the	-	-	92.24	03588
000472	Mat 2:2		ἀνατολῇ			ἀνατολή	N-DSF	east	東方	-	15.104	00395
000473	Mat 2:2		καὶ			καί	CONJ	and	-	-	89.87	02532
000474	Mat 2:2		ἤλθομεν			ἔρχομαι	V-AAI-1P	are come	我們來	-	15.81	02064
000475	Mat 2:2		προσκυνῆσαι			προσκυνέω	V-AAN	to worship	拜	-	53.56	04352
000476	Mat 2:2		αὐτῷ	.		αὐτός	P-DSM	Him	他	-	92.11	00846
000477	Mat 2:3		Ἀκούσας			ἀκούω	V-AAP-NSM	Having heard	聽見了	-	24.52	00191
000478	Mat 2:3		δὲ			δέ	CONJ	then	-	-	89.124	01161
000479	Mat 2:3		ὁ			ὀ	T-NSM	-	-	-	92.24	03588
000480	Mat 2:3		βασιλεὺς			βασιλεύς	N-NSM	King	王	-	37.67	00935
000481	Mat 2:3		Ἡρῴδης			Ἡρώδης	N-NSM	Herod	希律	-	93.144	02264
000482	Mat 2:3		ἐταράχθη			ταράσσω	V-API-3S	he was troubled	不安	-	25.244	05015
000483	Mat 2:3		καὶ			καί	CONJ	and	也	-	89.93	02532
000484	Mat 2:3		πᾶσα			πᾶς	A-NSF	all	全	-	59.23	03956
000485	Mat 2:3		Ἱεροσόλυμα			Ἱεροσόλυμα	N-NSF	Jerusalem	耶路撒冷	-	93.48	02414
000486	Mat 2:3		μετ᾽			μετά	PREP	with	與一同	-	89.108	03326
000487	Mat 2:3		αὐτοῦ	,		αὐτός	P-GSM	him	他	-	92.11	00846
000488	Mat 2:4		καὶ			καί	CONJ	And	就	-	91.1	02532
000489	Mat 2:4		συναγαγὼν			συνάγω	V-AAP-NSM	having gathered together	召集了	-	15.125	04863
000490	Mat 2:4		πάντας			πᾶς	A-APM	all	所有	-	59.23	03956
000491	Mat 2:4		τοὺς			ὀ	T-APM	the	-	-	92.24	03588
000492	Mat 2:4		ἀρχιερεῖς			ἀρχιερεύς	N-APM	chief priests	祭司長	-	53.88	00749
000493	Mat 2:4		καὶ			καί	CONJ	and	和	-	89.92	02532
000494	Mat 2:4		γραμματεῖς			γραμματεύς	N-APM	scribes	文士	-	53.94	01122
000495	Mat 2:4		τοῦ			ὀ	T-GSM	of the	-	-	92.24	03588
000496	Mat 2:4		λαοῦ			λαός	N-GSM	people	民間	-	87.64	02992
000497	Mat 2:4		ἐπυνθάνετο			πυνθάνομαι	V-IMI-3S	he was inquiring	他詢問	-	27.11	04441
000498	Mat 2:4		παρ᾽			παρά	PREP	of	向	-	90.14	03844
000499	Mat 2:4		αὐτῶν			αὐτός	P-GPM	them	他們	-	92.11	00846
000500	Mat 2:4		ποῦ			ποῦ	ADV-I	where	在哪裡	-	83.6	04226
000501	Mat 2:4		ὁ			ὀ	T-NSM	the	-	-	92.24	03588
000502	Mat 2:4		Χριστὸς			Χριστός	N-NSM	Christ	基督	-	53.82	05547
000503	Mat 2:4		γεννᾶται	.		γεννάω	V-PPI-3S	was to be born	出生	-	23.52	01080
000504	Mat 2:5		Οἱ			ὀ	T-NPM	-	他們	-	92.24	03588
000505	Mat 2:5		δὲ			δέ	CONJ	And	-	-	89.87	01161
000506	Mat 2:5		εἶπαν			λέγω	V-AAI-3P	they said	說	-	33.69	03004
000507	Mat 2:5		αὐτῷ	·		αὐτός	P-DSM	to him	對他	-	92.11	00846
000508	Mat 2:5		Ἐν			ἐν	PREP	In	在	-	83.13	01722
000509	Mat 2:5		Βηθλέεμ			Βηθλεέμ	N-DSF	Bethlehem	伯利恆	-	93.431	00965
000510	Mat 2:5		τῆς			ὀ	T-GSF	-	-	-	92.24	03588
000511	Mat 2:5		Ἰουδαίας	·		Ἰουδαία	N-GSF	of Judea	猶太	-	93.486	02449
000512	Mat 2:5		οὕτως			οὕτω, οὕτως	ADV	thus	這樣	-	61.1	03779
000513	Mat 2:5		γὰρ			γάρ	CONJ	for	因為	-	89.23	01063
000514	Mat 2:5		γέγραπται			γράφω	V-RPI-3S	has it been written	記著	-	33.61	01125
000515	Mat 2:5		διὰ			διά	PREP	through	藉著	-	90.4	01223
000516	Mat 2:5		τοῦ			ὀ	T-GSM	the	-	-	92.24	03588
000517	Mat 2:5		προφήτου	·		προφήτης	N-GSM	prophet	先知	-	53.79	04396
000518	Mat 2:6	¬	Καὶ			καί	CONJ	And	-	+	91.1	02532
000519	Mat 2:6		σύ			σύ	P-2NS	you	你	+	92.6	04771
000520	Mat 2:6		Βηθλέεμ	,		Βηθλεέμ	N-VSF	Bethlehem	伯利恆	+	93.431	00965
000521	Mat 2:6		γῆ			γῆ	N-VSF	land	地	+	1.79	01093
000522	Mat 2:6		Ἰούδα	,		Ἰουδά	N-GSM	of Judah	猶大	+	93.488	02448
000523	Mat 2:6	¬	οὐδαμῶς			οὐδαμῶς	ADV	by no means	絕不	+	69.6	03760
000524	Mat 2:6		ἐλαχίστη			ἐλάχιστος	A-NSF	least	最小	+	87.66	01646
000525	Mat 2:6		εἶ			εἰμί	V-PAI-2S	are	是	+	13.1	01510
000526	Mat 2:6		ἐν			ἐν	PREP	among	在中	+	83.9	01722
000527	Mat 2:6		τοῖς			ὀ	T-DPM	the	-	+	92.24	03588
000528	Mat 2:6		ἡγεμόσιν			ἡγεμών	N-DPM	rulers	統治者	+	37.59	02232
000529	Mat 2:6		Ἰούδα	·		Ἰουδά	N-GSM	of Judah	猶大	+	93.488	02448
000530	Mat 2:6	¬	ἐκ			ἐκ	PREP	out	從	+	90.16	01537
000531	Mat 2:6		σοῦ			σύ	P-2GS	of you	你	+	92.6	04771
000532	Mat 2:6		γὰρ			γάρ	CONJ	for	因為	+	89.23	01063
000533	Mat 2:6		ἐξελεύσεται			ἐξέρχομαι	V-FMI-3S	will go forth	將出來	+	15.4	01831
000534	Mat 2:6		ἡγούμενος	,		ἡγέομαι	V-PMP-NSM	[One] leading	統治者	+	36.1	02233
000535	Mat 2:6	¬	ὅστις			ὅστις	R-NSM	who	他	+	92.18	03748
000536	Mat 2:6		ποιμανεῖ			ποιμαίνω	V-FAI-3S	will shepherd	將牧養	+	36.2	04165
000537	Mat 2:6		τὸν			ὀ	T-ASM	the	-	+	92.24	03588
000538	Mat 2:6		λαόν			λαός	N-ASM	people	民	+	11.12	02992
000539	Mat 2:6		μου			ἐγώ	P-1GS	of Me	我	+	92.1	01473
000540	Mat 2:6		τὸν			ὀ	T-ASM	-	-	+	92.24	03588
000541	Mat 2:6		Ἰσραήλ	.	¶	Ἰσραήλ	N-ASM	Israel	以色列	+	93.182	02474
000542	Mat 2:7		Τότε			τότε	ADV	Then	於是	-	67.47	05119
000543	Mat 2:7		Ἡρῴδης			Ἡρώδης	N-NSM	Herod	希律	-	93.144	02264
000544	Mat 2:7		λάθρᾳ			λάθρα	ADV	secretly	暗地裡	-	28.71	02977
000545	Mat 2:7		καλέσας			καλέω	V-AAP-NSM	having called	召見了	-	33.307	02564
000546	Mat 2:7		τοὺς			ὀ	T-APM	the	-	-	92.24	03588
000547	Mat 2:7		μάγους			μάγος	N-APM	Magi	博學之士	-	32.4	03097
000548	Mat 2:7		ἠκρίβωσεν			ἀκριβόω	V-AAI-3S	inquired exactly	查問	-	27.9	00198
000549	Mat 2:7		παρ᾽			παρά	PREP	of	向	-	90.14	03844
000550	Mat 2:7		αὐτῶν			αὐτός	P-GPM	them	他們	-	92.11	00846
000551	Mat 2:7		τὸν			ὀ	T-ASM	the	-	-	92.24	03588
000552	Mat 2:7		χρόνον			χρόνος	N-ASM	time	時間	-	67.1	05550
000553	Mat 2:7		τοῦ			ὀ	T-GSM	of the	-	-	92.24	03588
000554	Mat 2:7		φαινομένου			φαίνω	V-PEP-GSM	appearing	出現	-	24.18	05316
000555	Mat 2:7		ἀστέρος	,		ἀστήρ	N-GSM	star	星	-	1.3	00792
000556	Mat 2:8		καὶ			καί	CONJ	And	就	-	91.1	02532
000557	Mat 2:8		πέμψας			πέμπω	V-AAP-NSM	having sent	差派	-	15.66	03992
000558	Mat 2:8		αὐτοὺς			αὐτός	P-APM	them	他們	-	92.11	00846
000559	Mat 2:8		εἰς			εἰς	PREP	to	往	-	84.16	01519
000560	Mat 2:8		Βηθλέεμ			Βηθλεέμ	N-ASF	Bethlehem	伯利恆	-	93.431	00965
000561	Mat 2:8		εἶπεν	·		λέγω	V-AAI-3S	he said	他說	-	33.69	03004
000562	Mat 2:8		Πορευθέντες			πορεύω	V-AMP-NPM	Having gone	你們去	-	15.18	04198
000563	Mat 2:8		ἐξετάσατε			ἐξετάζω	V-AAM-2P	search	查問	-	27.37	01833
000564	Mat 2:8		ἀκριβῶς			ἀκριβῶς	ADV	carefully	仔細地	-	72.19	00199
000565	Mat 2:8		περὶ			περί	PREP	for	有關	-	90.24	04012
000566	Mat 2:8		τοῦ			ὀ	T-GSN	the	那	-	92.24	03588
000567	Mat 2:8		παιδίου	·		παιδίον	N-GSN	Child	小孩子	-	9.42	03813
000568	Mat 2:8		ἐπὰν			ἐπάν	CONJ	when	一旦就	-	67.31	01875
000569	Mat 2:8		δὲ			δέ	CONJ	then	-	-	89.87	01161
000570	Mat 2:8		εὕρητε	,		εὑρίσκω	V-AAS-2P	You shall have found [Him]	找到了	-	27.27	02147
000571	Mat 2:8		ἀπαγγείλατέ			ἀπαγγέλλω	V-AAM-2P	bring word back	報告	-	33.198	00518
000572	Mat 2:8		μοι	,		ἐγώ	P-1DS	to me	向我	-	92.1	01473
000573	Mat 2:8		ὅπως			ὅπως	CONJ	so that	好讓	-	89.59	03704
000574	Mat 2:8		κἀγὼ			κἀγώ	P-1NS-K	I also	我也	-	92.1|89.93	02504
000575	Mat 2:8		ἐλθὼν			ἔρχομαι	V-AAP-NSM	having come	去	-	15.81	02064
000576	Mat 2:8		προσκυνήσω			προσκυνέω	V-AAS-1S	may worship	拜	-	53.56	04352
000577	Mat 2:8		αὐτῷ	.		αὐτός	P-DSM	Him	他	-	92.11	00846
000578	Mat 2:9		Οἱ			ὀ	T-NPM	-	他們	-	92.24	03588
000579	Mat 2:9		δὲ			δέ	CONJ	And	-	-	89.87	01161
000580	Mat 2:9		ἀκούσαντες			ἀκούω	V-AAP-NPM	having heard	聽見	-	24.52	00191
000581	Mat 2:9		τοῦ			ὀ	T-GSM	the	-	-	92.24	03588
000582	Mat 2:9		βασιλέως			βασιλεύς	N-GSM	king	王	-	37.67	00935
000583	Mat 2:9		ἐπορεύθησαν			πορεύω	V-AMI-3P	they went away	去了	-	15.1	04198
000584	Mat 2:9		καὶ			καί	CONJ	and	-	-	89.87	02532
000585	Mat 2:9		ἰδοὺ			ἰδού	INJ	behold	看哪	-	91.13	02400
000586	Mat 2:9		ὁ			ὀ	T-NSM	the	那	-	92.24	03588
000587	Mat 2:9		ἀστὴρ	,		ἀστήρ	N-NSM	star	星	-	1.3	00792
000588	Mat 2:9		ὃν			ὅς	R-ASM	which	所	-	92.27	03739
000589	Mat 2:9		εἶδον			ὁράω	V-AAI-3P	they saw	看見	-	30.45	03708
000590	Mat 2:9		ἐν			ἐν	PREP	in	在	-	83.13	01722
000591	Mat 2:9		τῇ			ὀ	T-DSF	the	-	-	92.24	03588
