OGNTsort	BCV	Pre	OGNTa	PM	Post	Lemma	RMAC	Gloss	中文	OTquotation	LN	sn
107811	Php 4:16		ἅπαξ			ἅπαξ	ADV	once	一次	-	60.7	00530
107812	Php 4:16		καὶ			καί	CONJ	and	-	-	89.102	02532
107813	Php 4:16		δὶς			δίς	ADV	twice	兩次	-	60.7	01364
107814	Php 4:16		εἰς			εἰς	PREP	for	供給	-	90.41	01519
107815	Php 4:16		τὴν			ὀ	T-ASF	the	-	-	92.24	03588
107816	Php 4:16		χρείαν			χρεία	N-ASF	needs	需用	-	57.4	05532
107817	Php 4:16		μοι			ἐγώ	P-1DS	of me	我	-	92.1	01473
107818	Php 4:16		ἐπέμψατε	.		πέμπω	V-AAI-2P	you sent	你們差派	-	15.66	03992
107819	Php 4:17		Οὐχ			οὐ	PRT-N	Not	不	-	69.3	03756
107820	Php 4:17		ὅτι			ὅτι	CONJ	that	-	-	90.21	03754
107821	Php 4:17		ἐπιζητῶ			ἐπιζητέω	V-PAI-1S	I seek after	我要求	-	25.9	01934
107822	Php 4:17		τὸ			ὀ	T-ASN	the	-	-	92.24	03588
107823	Php 4:17		δόμα	,		δόμα	N-ASN	gift	饋贈	-	57.73	01390
107824	Php 4:17		ἀλλὰ			ἀλλά	CONJ	but	只	-	89.125	00235
107825	Php 4:17		ἐπιζητῶ			ἐπιζητέω	V-PAI-1S	I seek after	要求	-	25.9	01934
107826	Php 4:17		τὸν			ὀ	T-ASM	the	-	-	92.24	03588
107827	Php 4:17		καρπὸν			καρπός	N-ASM	fruit	果子	-	3.33	02590
107828	Php 4:17		τὸν			ὀ	T-ASM	-	-	-	92.24	03588
107829	Php 4:17		πλεονάζοντα			πλεονάζω	V-PAP-ASM	abounding	不斷增多	-	59.48	04121
107830	Php 4:17		εἰς			εἰς	PREP	to	歸在上	-	90.23	01519
107831	Php 4:17		λόγον			λόγος	N-ASM	[the] account	賬	-	57.228	03056
107832	Php 4:17		ὑμῶν	.		σύ	P-2GP	of you	你們	-	92.7	04771
107833	Php 4:18		ἀπέχω			ἀπέχω	V-PAI-1S	I have	我已經得到了	-	90.67	00568
107834	Php 4:18		δὲ			δέ	CONJ	however	但	-	89.94	01161
107835	Php 4:18		πάντα			πᾶς	A-APN	all things	一切	-	59.23	03956
107836	Php 4:18		καὶ			καί	CONJ	and	並且	-	89.92	02532
107837	Php 4:18		περισσεύω	·		περισσεύω	V-PAI-1S	abound	有餘	-	57.24	04052
107838	Php 4:18		πεπλήρωμαι			πληρόω	V-RPI-1S	I am full	我已經得充足	-	35.33	04137
107839	Php 4:18		δεξάμενος			δέχομαι	V-AMP-NSM	having received	因接受了	-	57.125	01209
107840	Php 4:18		παρὰ			παρά	PREP	from	從	-	90.14	03844
107841	Php 4:18		Ἐπαφροδίτου			Ἐπαφρόδιτος	N-GSM	Epaphroditus	以巴弗提	-	93.121	01891
107842	Php 4:18		τὰ			ὀ	T-APN	the things	東西	-	92.24	03588
107843	Php 4:18		παρ᾽			παρά	PREP	from	從來	-	90.14	03844
107844	Php 4:18		ὑμῶν	,		σύ	P-2GP	you	你們	-	92.7	04771
107845	Php 4:18		ὀσμὴν			ὀσμή	N-ASF	an odor	香氣	-	79.45	03744
107846	Php 4:18		εὐωδίας	,		εὐωδία	N-GSF	of a sweet smell	馨香	-	79.46	02175
107847	Php 4:18		θυσίαν			θυσία	N-ASF	a sacrifice	祭物	-	53.2	02378
107848	Php 4:18		δεκτήν	,		δεκτός	A-ASF	acceptable	所悅納	-	25.85	01184
107849	Php 4:18		εὐάρεστον			εὐάρεστος	A-ASF	well-pleasing	所喜悅	-	25.94	02101
107850	Php 4:18		τῷ			ὀ	T-DSM	-	-	-	92.24	03588
107851	Php 4:18		Θεῷ	.		θεός	N-DSM	to God	為上帝	-	12.1	02316
107852	Php 4:19		Ὁ			ὀ	T-NSM	-	-	-	92.24	03588
107853	Php 4:19		δὲ			δέ	CONJ	And	-	-	89.87	01161
107854	Php 4:19		Θεός			θεός	N-NSM	[the] God	上帝	-	12.1	02316
107855	Php 4:19		μου			ἐγώ	P-1GS	of me	我	-	92.1	01473
107856	Php 4:19		πληρώσει			πληρόω	V-FAI-3S	will fill up	必使充足	-	35.33	04137
107857	Php 4:19		πᾶσαν			πᾶς	A-ASF	all	一切	-	59.23	03956
107858	Php 4:19		χρείαν			χρεία	N-ASF	[the] needs	需用	-	57.4	05532
107859	Php 4:19		ὑμῶν			σύ	P-2GP	of you	你們	-	92.7	04771
107860	Php 4:19		κατὰ			κατά	PREP	according to	按照	-	89.8	02596
107861	Php 4:19		τὸ			ὀ	T-ASN	the	-	-	92.24	03588
107862	Php 4:19		πλοῦτος			πλοῦτος	N-ASN	riches	豐盛	-	57.3	04149
107863	Php 4:19		αὐτοῦ			αὐτός	P-GSM	of Him	他	-	92.11	00846
107864	Php 4:19		ἐν			ἐν	PREP	in	-	-	89.84	01722
107865	Php 4:19		δόξῃ			δόξα	N-DSF	glory	榮耀	-	79.18	01391
107866	Php 4:19		ἐν			ἐν	PREP	in	在裡	-	90.6	01722
107867	Php 4:19		Χριστῷ			Χριστός	N-DSM	Christ	基督	-	93.387	05547
107868	Php 4:19		Ἰησοῦ	.		Ἰησοῦς	N-DSM	Jesus	耶穌	-	93.169	02424
107869	Php 4:20		τῷ			ὀ	T-DSM	To	-	-	92.24	03588
107870	Php 4:20		δὲ			δέ	CONJ	now	-	-	89.94	01161
107871	Php 4:20		Θεῷ			θεός	N-DSM	[the] God	歸給上帝	-	12.1	02316
107872	Php 4:20		καὶ			καί	CONJ	and	-	-	89.92	02532
107873	Php 4:20		Πατρὶ			πατήρ	N-DSM	Father	父	-	12.12	03962
107874	Php 4:20		ἡμῶν			ἐγώ	P-1GP	of us [is]	我們	-	92.1	01473
107875	Php 4:20		ἡ			ὀ	T-NSF	[be] the	-	-	92.24	03588
107876	Php 4:20		δόξα			δόξα	N-NSF	glory	榮耀	-	33.357	01391
107877	Php 4:20		εἰς			εἰς	PREP	to	直到	-	67.95	01519
107878	Php 4:20		τοὺς			ὀ	T-APM	the	-	-	92.24	03588
107879	Php 4:20		αἰῶνας			αἰών	N-APM	ages	永遠	-	67.95	00165
107880	Php 4:20		τῶν			ὀ	T-GPM	of the	-	-	92.24	03588
107881	Php 4:20		αἰώνων	,		αἰών	N-GPM	ages	永遠	-	67.95	00165
107882	Php 4:20		ἀμήν	.	¶	ἀμήν	HEB	Amen	阿們	-	72.6	00281
107883	Php 4:21		Ἀσπάσασθε			ἀσπάζομαι	V-AMM-2P	Greet	請問安	-	33.2	00782
107884	Php 4:21		πάντα			πᾶς	A-ASM	every	各	-	59.23	03956
107885	Php 4:21		ἅγιον			ἅγιος	A-ASM	saint	聖	-	88.24	00040
107886	Php 4:21		ἐν			ἐν	PREP	in	在裡	-	89.119	01722
107887	Php 4:21		Χριστῷ			Χριστός	N-DSM	Christ	基督	-	93.387	05547
107888	Php 4:21		Ἰησοῦ	.		Ἰησοῦς	N-DSM	Jesus	耶穌	-	93.169	02424
107889	Php 4:21		Ἀσπάζονται			ἀσπάζομαι	V-PMI-3P	Greet	問安	-	33.2	00782
107890	Php 4:21		ὑμᾶς			σύ	P-2AP	you	向你們	-	92.7	04771
107891	Php 4:21		οἱ			ὀ	T-NPM	the	-	-	92.24	03588
107892	Php 4:21		σὺν			σύν	PREP	with	與一起	-	89.107	04862
107893	Php 4:21		ἐμοὶ			ἐγώ	P-1DS	me	我	-	92.1	01473
107894	Php 4:21		ἀδελφοί	.		ἀδελφός	N-NPM	brothers	弟兄們	-	11.23	00080
107895	Php 4:22		Ἀσπάζονται			ἀσπάζομαι	V-PMI-3P	Greet	問安	-	33.2	00782
107896	Php 4:22		ὑμᾶς			σύ	P-2AP	you	向你們	-	92.7	04771
107897	Php 4:22		πάντες			πᾶς	A-NPM	all	眾	-	59.23	03956
107898	Php 4:22		οἱ			ὀ	T-NPM	the	-	-	92.24	03588
107899	Php 4:22		ἅγιοι	,		ἅγιος	A-NPM	saints	聖徒	-	11.27	00040
107900	Php 4:22		μάλιστα			μάλιστα	ADV	especially	尤其是	-	78.7	03122
107901	Php 4:22		δὲ			δέ	CONJ	now	-	-	89.87	01161
107902	Php 4:22		οἱ			ὀ	T-NPM	those	的人	-	92.24	03588
107903	Php 4:22		ἐκ			ἐκ	PREP	from	裡	-	90.16	01537
107904	Php 4:22		τῆς			ὀ	T-GSF	-	-	-	92.24	03588
107905	Php 4:22		Καίσαρος			Καῖσαρ	N-GSM	Caesar's	凱撒	-	37.74	02541
107906	Php 4:22		οἰκίας	.	¶	οἰκία	N-GSF	household	家	-	10.8	03614
107907	Php 4:23		Ἡ			ὀ	T-NSF	The	-	-	92.24	03588
107908	Php 4:23		χάρις			χάρις	N-NSF	grace	恩惠	-	25.89	05485
107909	Php 4:23		τοῦ			ὀ	T-GSM	of the	-	-	92.24	03588
107910	Php 4:23		Κυρίου			κύριος	N-GSM	Lord	主	-	12.9	02962
107911	Php 4:23		Ἰησοῦ			Ἰησοῦς	N-GSM	Jesus	耶穌	-	93.169	02424
107912	Php 4:23		Χριστοῦ			Χριστός	N-GSM	Christ	基督	-	93.387	05547
107913	Php 4:23		μετὰ			μετά	PREP	[be] with	與同在	-	89.108	03326
107914	Php 4:23		τοῦ			ὀ	T-GSN	the	-	-	92.24	03588
107915	Php 4:23		πνεύματος			πνεῦμα	N-GSN	spirit	靈	-	26.9	04151
107916	Php 4:23		ὑμῶν	.	¶	σύ	P-2GP	of you	你們	-	92.7	04771
107917	Col 1:1		Παῦλος			Παῦλος	N-NSM	Paul	保羅	-	93.294	03972
107918	Col 1:1		ἀπόστολος			ἀπόστολος	N-NSM	an apostle	使徒	-	53.74	00652
107919	Col 1:1		Χριστοῦ			Χριστός	N-GSM	of Christ	基督	-	93.387	05547
107920	Col 1:1		Ἰησοῦ			Ἰησοῦς	N-GSM	Jesus	耶穌	-	93.169	02424
107921	Col 1:1		διὰ			διά	PREP	by	奉	-	89.76	01223
107922	Col 1:1		θελήματος			θέλημα	N-GSN	[the] will	旨意	-	25.2	02307
107923	Col 1:1		Θεοῦ			θεός	N-GSM	of God	上帝	-	12.1	02316
107924	Col 1:1		καὶ			καί	CONJ	and	和	-	89.92	02532
107925	Col 1:1		Τιμόθεος			Τιμόθεος	N-NSM	Timothy	提摩太	-	93.361	05095
107926	Col 1:1		ὁ			ὀ	T-NSM	the	-	-	92.24	03588
107927	Col 1:1		ἀδελφὸς			ἀδελφός	N-NSM	brother	弟兄	-	11.23	00080
107928	Col 1:2		Τοῖς			ὀ	T-DPM	To the	-	-	92.24	03588
107929	Col 1:2		ἐν			ἐν	PREP	in	在	-	83.13	01722
107930	Col 1:2		Κολοσσαῖς			Κολοσσαί, Κολασσαί	N-DPF	Colossae	歌羅西	-	93.504	02857
107931	Col 1:2		ἁγίοις			ἅγιος	A-DPM	saints	聖徒	-	11.27	00040
107932	Col 1:2		καὶ			καί	CONJ	and	-	-	89.92	02532
107933	Col 1:2		πιστοῖς			πιστός	A-DPM	faithful	忠心	-	31.86	04103
107934	Col 1:2		ἀδελφοῖς			ἀδελφός	N-DPM	brothers	弟兄	-	11.23	00080
107935	Col 1:2		ἐν			ἐν	PREP	in	在裡	-	89.119	01722
107936	Col 1:2		Χριστῷ	,		Χριστός	N-DSM	Christ	基督	-	93.387	05547
107937	Col 1:2		Χάρις			χάρις	N-NSF	Grace	恩惠	-	25.89	05485
107938	Col 1:2		ὑμῖν			σύ	P-2DP	to you	歸給你們	-	92.7	04771
107939	Col 1:2		καὶ			καί	CONJ	and	-	-	89.92	02532
107940	Col 1:2		εἰρήνη			εἰρήνη	N-NSF	peace	平安	-	22.42	01515
107941	Col 1:2		ἀπὸ			ἀπό	PREP	from	從	-	90.15	00575
107942	Col 1:2		Θεοῦ			θεός	N-GSM	God	上帝	-	12.1	02316
107943	Col 1:2		Πατρὸς			πατήρ	N-GSM	[the] Father	父	-	12.12	03962
107944	Col 1:2		ἡμῶν	.		ἐγώ	P-1GP	of us	我們	-	92.1	01473
107945	Col 1:3		Εὐχαριστοῦμεν			εὐχαριστέω	V-PAI-1P	We give thanks	我們感謝	-	33.349	02168
107946	Col 1:3		τῷ			ὀ	T-DSM	to the	-	-	92.24	03588
107947	Col 1:3		Θεῷ			θεός	N-DSM	God	上帝	-	12.1	02316
107948	Col 1:3		Πατρὶ			πατήρ	N-DSM	[and] Father	父	-	12.12	03962
107949	Col 1:3		τοῦ			ὀ	T-GSM	of the	-	-	92.24	03588
107950	Col 1:3		Κυρίου			κύριος	N-GSM	Lord	主	-	12.9	02962
107951	Col 1:3		ἡμῶν			ἐγώ	P-1GP	of us	我們	-	92.1	01473
107952	Col 1:3		Ἰησοῦ			Ἰησοῦς	N-GSM	Jesus	耶穌	-	93.169	02424
107953	Col 1:3		Χριστοῦ			Χριστός	N-GSM	Christ	基督	-	93.387	05547
107954	Col 1:3		πάντοτε			πάντοτε	ADV	continually	常常	-	67.88	03842
107955	Col 1:3		περὶ			περί	PREP	for	為	-	90.39	04012
107956	Col 1:3		ὑμῶν			σύ	P-2GP	you	你們	-	92.7	04771
107957	Col 1:3		προσευχόμενοι	,		προσεύχομαι	V-PMP-NPM	praying	禱告	-	33.178	04336
107958	Col 1:4		ἀκούσαντες			ἀκούω	V-AAP-NPM	having heard of	因為聽見	-	33.212	00191
107959	Col 1:4		τὴν			ὀ	T-ASF	the	-	-	92.24	03588
107960	Col 1:4		πίστιν			πίστις	N-ASF	faith	信心	-	31.85	04102
107961	Col 1:4		ὑμῶν			σύ	P-2GP	of you	你們	-	92.7	04771
107962	Col 1:4		ἐν			ἐν	PREP	in	在裡	-	89.5	01722
107963	Col 1:4		Χριστῷ			Χριστός	N-DSM	Christ	基督	-	93.387	05547
107964	Col 1:4		Ἰησοῦ			Ἰησοῦς	N-DSM	Jesus	耶穌	-	93.169	02424
107965	Col 1:4		καὶ			καί	CONJ	and	並且	-	89.92	02532
107966	Col 1:4		τὴν			ὀ	T-ASF	the	-	-	92.24	03588
107967	Col 1:4		ἀγάπην			ἀγάπη	N-ASF	love	愛心	-	25.43	00026
107968	Col 1:4		ἣν			ὅς	R-ASF	that	-	-	92.27	03739
107969	Col 1:4		ἔχετε			ἔχω	V-PAI-2P	you have	你們有	-	57.1	02192
107970	Col 1:4		εἰς			εἰς	PREP	toward	對	-	90.41	01519
107971	Col 1:4		πάντας			πᾶς	A-APM	all	眾	-	59.23	03956
107972	Col 1:4		τοὺς			ὀ	T-APM	the	-	-	92.24	03588
107973	Col 1:4		ἁγίους			ἅγιος	A-APM	saints	聖徒	-	11.27	00040
107974	Col 1:5		διὰ			διά	PREP	because of	因為	-	90.44	01223
107975	Col 1:5		τὴν			ὀ	T-ASF	the	-	-	92.24	03588
107976	Col 1:5		ἐλπίδα			ἐλπίς	N-ASF	hope	盼望	-	25.61	01680
107977	Col 1:5		τὴν			ὀ	T-ASF	-	-	-	92.24	03588
107978	Col 1:5		ἀποκειμένην			ἀπόκειμαι	V-PMP-ASF	being laid up	保存	-	13.73	00606
107979	Col 1:5		ὑμῖν			σύ	P-2DP	for you	為你們	-	92.7	04771
107980	Col 1:5		ἐν			ἐν	PREP	in	在上	-	83.13	01722
107981	Col 1:5		τοῖς			ὀ	T-DPM	the	-	-	92.24	03588
107982	Col 1:5		οὐρανοῖς	,		οὐρανός	N-DPM	heavens	天	-	1.11	03772
107983	Col 1:5		ἣν			ὅς	R-ASF	which	它	-	92.27	03739
107984	Col 1:5		προηκούσατε			προακούω	V-AAI-2P	you heard of before	你們從前聽見	-	24.65	04257
107985	Col 1:5		ἐν			ἐν	PREP	in	在中	-	83.13	01722
107986	Col 1:5		τῷ			ὀ	T-DSM	the	-	-	92.24	03588
107987	Col 1:5		λόγῳ			λόγος	N-DSM	word	道	-	33.98	03056
107988	Col 1:5		τῆς			ὀ	T-GSF	of	-	-	92.24	03588
107989	Col 1:5		ἀληθείας			ἀλήθεια	N-GSF	truth	真理	-	72.2	00225
107990	Col 1:5		τοῦ			ὀ	T-GSN	the	-	-	92.24	03588
107991	Col 1:5		εὐαγγελίου			εὐαγγέλιον	N-GSN	gospel	福音	-	33.217	02098
107992	Col 1:6		τοῦ			ὀ	T-GSN	the [one]	它	-	92.24	03588
107993	Col 1:6		παρόντος			πάρειμι	V-PAP-GSN	being present	臨	-	85.23	03918
107994	Col 1:6		εἰς			εἰς	PREP	unto	到那裡	-	83.9	01519
107995	Col 1:6		ὑμᾶς	,		σύ	P-2AP	you	你們	-	92.7	04771
107996	Col 1:6		καθὼς			καθώς	CONJ	just as	正如	-	64.14	02531
107997	Col 1:6		καὶ			καί	CONJ	also	也	-	89.93	02532
107998	Col 1:6		ἐν			ἐν	PREP	in	在	-	83.13	01722
107999	Col 1:6		παντὶ			πᾶς	A-DSM	all	全	-	63.2	03956
108000	Col 1:6		τῷ			ὀ	T-DSM	the	-	-	92.24	03588
108001	Col 1:6		κόσμῳ			κόσμος	N-DSM	world	世界	-	9.23	02889
108002	Col 1:6		ἐστὶν			εἰμί	V-PAI-3S	it is	是	-	13.1	01510
108003	Col 1:6		καρποφορούμενον			καρποφορέω	V-PMP-NSN	bearing fruit	不斷結果	-	13.86	02592
108004	Col 1:6		καὶ			καί	CONJ	and	-	-	89.92	02532
108005	Col 1:6		αὐξανόμενον			αὐξάνω	V-PPP-NSN	increasing	不斷增長	-	59.62	00837
108006	Col 1:6		καθὼς			καθώς	CONJ	just as	正如一樣	-	64.14	02531
108007	Col 1:6		καὶ			καί	CONJ	also	也	-	89.93	02532
108008	Col 1:6		ἐν			ἐν	PREP	among	在中間	-	83.9	01722
108009	Col 1:6		ὑμῖν	,		σύ	P-2DP	you	你們	-	92.7	04771
108010	Col 1:6		ἀφ᾽			ἀπό	PREP	from	自從起	-	67.131	00575
108011	Col 1:6		ἧς			ὅς	R-GSF	the	-	-	92.27	03739
108012	Col 1:6		ἡμέρας			ἡμέρα	N-GSF	day	日子	-	67.142	02250
108013	Col 1:6		ἠκούσατε			ἀκούω	V-AAI-2P	you heard	你們聽見	-	24.52	00191
108014	Col 1:6		καὶ			καί	CONJ	and	-	-	89.92	02532
108015	Col 1:6		ἐπέγνωτε			ἐπιγινώσκω	V-AAI-2P	knew	知道	-	27.8	01921
108016	Col 1:6		τὴν			ὀ	T-ASF	the	-	-	92.24	03588
108017	Col 1:6		χάριν			χάρις	N-ASF	grace	恩典	-	88.66	05485
108018	Col 1:6		τοῦ			ὀ	T-GSM	-	-	-	92.24	03588
108019	Col 1:6		Θεοῦ			θεός	N-GSM	of God	上帝	-	12.1	02316
108020	Col 1:6		ἐν			ἐν	PREP	in	在中	-	13.8	01722
108021	Col 1:6		ἀληθείᾳ	·		ἀλήθεια	N-DSF	truth	真理	-	72.2	00225
108022	Col 1:7		καθὼς			καθώς	CONJ	just as	正如	-	64.14	02531
108023	Col 1:7		ἐμάθετε			μανθάνω	V-AAI-2P	you learned	你們學到	-	27.12	03129
108024	Col 1:7		ἀπὸ			ἀπό	PREP	from	從	-	90.7	00575
108025	Col 1:7		Ἐπαφρᾶ			Ἐπαφρᾶς	N-GSM	Epaphras	以巴弗	-	93.12	01889
108026	Col 1:7		τοῦ			ὀ	T-GSM	the	-	-	92.24	03588
108027	Col 1:7		ἀγαπητοῦ			ἀγαπητός	A-GSM	beloved	親愛	-	25.45	00027
108028	Col 1:7		συνδούλου			σύνδουλος	N-GSM	fellow bond-servant	一同作僕人	-	87.81	04889
108029	Col 1:7		ἡμῶν	,		ἐγώ	P-1GP	of us	我們	-	92.1	01473
108030	Col 1:7		ὅς			ὅς	R-NSM	who	他	-	92.27	03739
108031	Col 1:7		ἐστιν			εἰμί	V-PAI-3S	is	是	-	13.1	01510
108032	Col 1:7		πιστὸς			πιστός	A-NSM	faithful	忠心	-	31.87	04103
108033	Col 1:7		ὑπὲρ			ὑπέρ	PREP	on behalf of	為	-	90.36	05228
108034	Col 1:7		ἡμῶν			ἐγώ	P-1GP	us	你們	-	92.1	01473
108035	Col 1:7		διάκονος			διάκονος	N-NSM	a servant	僕人	-	35.2	01249
108036	Col 1:7		τοῦ			ὀ	T-GSM	-	-	-	92.24	03588
108037	Col 1:7		Χριστοῦ	,		Χριστός	N-GSM	of Christ	基督	-	93.387	05547
108038	Col 1:8		ὁ			ὀ	T-NSM	the [one]	-	-	92.24	03588
108039	Col 1:8		καὶ			καί	CONJ	also	也	-	89.93	02532
108040	Col 1:8		δηλώσας			δηλόω	V-AAP-NSM	having made known	告訴了	-	28.42	01213
108041	Col 1:8		ἡμῖν			ἐγώ	P-1DP	to us	我們	-	92.1	01473
108042	Col 1:8		τὴν			ὀ	T-ASF	-	-	-	92.24	03588
108043	Col 1:8		ὑμῶν			σύ	P-2GP	your	你們	-	92.7	04771
108044	Col 1:8		ἀγάπην			ἀγάπη	N-ASF	love	愛	-	25.43	00026
108045	Col 1:8		ἐν			ἐν	PREP	in	在裡	-	89.119	01722
108046	Col 1:8		Πνεύματι	.	¶	πνεῦμα	N-DSN	[the] Spirit	靈	-	12.18	04151
108047	Col 1:9		Διὰ			διά	PREP	Because of	因	-	90.44	01223
108048	Col 1:9		τοῦτο			οὗτος	D-ASN	this	此	-	92.29	03778
108049	Col 1:9		καὶ			καί	CONJ	also	也	-	89.93	02532
108050	Col 1:9		ἡμεῖς	,		ἐγώ	P-1NP	we	我們	-	92.1	01473
108051	Col 1:9		ἀφ᾽			ἀπό	PREP	from	自從起	-	67.131	00575
108052	Col 1:9		ἧς			ὅς	R-GSF	the	-	-	92.27	03739
108053	Col 1:9		ἡμέρας			ἡμέρα	N-GSF	day	日子	-	67.142	02250
108054	Col 1:9		ἠκούσαμεν	,		ἀκούω	V-AAI-1P	we heard	聽見	-	33.212	00191
108055	Col 1:9		οὐ			οὐ	PRT-N	not	不	-	69.3	03756
108056	Col 1:9		παυόμεθα			παύω	V-PMI-1P	cease	住	-	68.46	03973
108057	Col 1:9		ὑπὲρ			ὑπέρ	PREP	for	為	-	90.36	05228
108058	Col 1:9		ὑμῶν			σύ	P-2GP	you	你們	-	92.7	04771
108059	Col 1:9		προσευχόμενοι			προσεύχομαι	V-PMP-NPM	praying	禱告	-	33.178	04336
108060	Col 1:9		καὶ			καί	CONJ	and	和	-	89.92	02532
108061	Col 1:9		αἰτούμενοι	,		αἰτέω	V-PMP-NPM	asking	祈求	-	33.163	00154
108062	Col 1:9		ἵνα			ἵνα	CONJ	that	願	-	89.59	02443
108063	Col 1:9		πληρωθῆτε			πληρόω	V-APS-2P	you may be filled with	你們被充滿	-	59.37	04137
108064	Col 1:9		τὴν			ὀ	T-ASF	the	-	-	92.24	03588
108065	Col 1:9		ἐπίγνωσιν			ἐπίγνωσις	N-ASF	knowledge	認識	-	28.2	01922
108066	Col 1:9		τοῦ			ὀ	T-GSN	of the	對	-	92.24	03588
108067	Col 1:9		θελήματος			θέλημα	N-GSN	will	旨意	-	25.2	02307
108068	Col 1:9		αὐτοῦ			αὐτός	P-GSM	of Him	他	-	92.11	00846
108069	Col 1:9		ἐν			ἐν	PREP	in	在上	-	89.119	01722
108070	Col 1:9		πάσῃ			πᾶς	A-DSF	all	一切	-	59.23	03956
108071	Col 1:9		σοφίᾳ			σοφία	N-DSF	wisdom	智慧	-	32.32	04678
108072	Col 1:9		καὶ			καί	CONJ	and	和	-	89.92	02532
108073	Col 1:9		συνέσει			σύνεσις	N-DSF	understanding	聰明	-	32.6	04907
108074	Col 1:9		πνευματικῇ	,		πνευματικός	A-DSF	spiritual	屬靈	-	12.2	04152
108075	Col 1:10		περιπατῆσαι			περιπατέω	V-AAN	to walk	使行事為人	-	41.11	04043
108076	Col 1:10		ἀξίως			ἀξίως	ADV	worthily	配得起	-	65.17	00516
108077	Col 1:10		τοῦ			ὀ	T-GSM	of the	-	-	92.24	03588
108078	Col 1:10		Κυρίου			κύριος	N-GSM	Lord	主	-	12.9	02962
108079	Col 1:10		εἰς			εἰς	PREP	in	-	-	89.48	01519
108080	Col 1:10		πᾶσαν			πᾶς	A-ASF	all	凡	-	59.23	03956
108081	Col 1:10		ἀρεσκείαν	,		ἀρεσκεία	N-ASF	pleasing	蒙喜悅	-	25.91	00699
108082	Col 1:10		ἐν			ἐν	PREP	in	在上	-	90.1	01722
108083	Col 1:10		παντὶ			πᾶς	A-DSN	every	一切	-	59.23	03956
108084	Col 1:10		ἔργῳ			ἔργον	N-DSN	work	行	-	42.42	02041
108085	Col 1:10		ἀγαθῷ			ἀγαθός	A-DSN	good	善	-	88.1	00018
108086	Col 1:10		καρποφοροῦντες			καρποφορέω	V-PAP-NPM	bringing forth fruit	結果子	-	13.86	02592
108087	Col 1:10		καὶ			καί	CONJ	and	-	-	89.92	02532
108088	Col 1:10		αὐξανόμενοι			αὐξάνω	V-PPP-NPM	growing	不斷長進	-	59.62	00837
108089	Col 1:10		τῇ			ὀ	T-DSF	in the	-	-	92.24	03588
108090	Col 1:10		ἐπιγνώσει			ἐπίγνωσις	N-DSF	knowledge	認識	-	28.18	01922
108091	Col 1:10		τοῦ			ὀ	T-GSM	-	對	-	92.24	03588
108092	Col 1:10		Θεοῦ	,		θεός	N-GSM	of God	上帝	-	12.1	02316
108093	Col 1:11		ἐν			ἐν	PREP	with	藉著	-	90.1	01722
108094	Col 1:11		πάσῃ			πᾶς	A-DSF	all	一切	-	59.23	03956
108095	Col 1:11		δυνάμει			δύναμις	N-DSF	power	能力	-	76.1	01411
108096	Col 1:11		δυναμούμενοι			δυναμόω	V-PPP-NPM	being strengthened	你們得以剛強	-	74.6	01412
108097	Col 1:11		κατὰ			κατά	PREP	according to	按照	-	89.8	02596
108098	Col 1:11		τὸ			ὀ	T-ASN	the	-	-	92.24	03588
108099	Col 1:11		κράτος			κράτος	N-ASN	might	權能	-	76.6	02904
108100	Col 1:11		τῆς			ὀ	T-GSF	-	-	-	92.24	03588
108101	Col 1:11		δόξης			δόξα	N-GSF	glorious	榮耀	-	79.18	01391
108102	Col 1:11		αὐτοῦ			αὐτός	P-GSM	of Him	他	-	92.11	00846
108103	Col 1:11		εἰς			εἰς	PREP	unto	好使	-	89.57	01519
108104	Col 1:11		πᾶσαν			πᾶς	A-ASF	all	凡	-	59.23	03956
108105	Col 1:11		ὑπομονὴν			ὑπομονή	N-ASF	endurance	忍耐	-	25.174	05281
108106	Col 1:11		καὶ			καί	CONJ	and	-	-	89.92	02532
108107	Col 1:11		μακροθυμίαν	.	¶	μακροθυμία	N-ASF	patience	寬容	-	25.167	03115
108108	Col 1:11		μετὰ			μετά	PREP	with	-	-	89.108	03326
108109	Col 1:11		χαρᾶς			χαρά	N-GSF	joy	歡歡喜喜地	-	25.123	05479
108110	Col 1:12		εὐχαριστοῦντες			εὐχαριστέω	V-PAP-NPM	giving thanks	感謝	-	33.349	02168
108111	Col 1:12		τῷ			ὀ	T-DSM	to the	-	-	92.24	03588
108112	Col 1:12		Πατρὶ			πατήρ	N-DSM	Father	父	-	12.12	03962
108113	Col 1:12		τῷ			ὀ	T-DSM	the [One]	-	-	92.24	03588
108114	Col 1:12		ἱκανώσαντι			ἱκανόω	V-AAP-DSM	having qualified	使能夠	-	75.3	02427
108115	Col 1:12		ὑμᾶς			σύ	P-2AP	you	你們	-	92.7	04771
108116	Col 1:12		εἰς			εἰς	PREP	for	-	-	89.48	01519
108117	Col 1:12		τὴν			ὀ	T-ASF	the	-	-	92.24	03588
108118	Col 1:12		μερίδα			μερίς	N-ASF	share	分享	-	63.13	03310
108119	Col 1:12		τοῦ			ὀ	T-GSM	of the	-	-	92.24	03588
108120	Col 1:12		κλήρου			κλῆρος	N-GSM	inheritance	基業	-	57.88	02819
108121	Col 1:12		τῶν			ὀ	T-GPM	of the	-	-	92.24	03588
